SIGNIFICANT,SERIOUS,Year,Fatalities,Injuries,Explode,Ignite,CLASS,Dia,wall,SMYS,TOTAL_COST_IN84,TOTAL_COST_CURRENT,MAOP,SEAM,cause,subcause,coat,PIR,HCA,BA,CoF
NO,NO,2007,0,0,NO,NO,3,16,0.25,42000,40945.07889,82602.76249,787,SEAMLESS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,309.7108639,NO,After,82602.76249
YES,YES,2007,1,0,NO,YES,2,6,0.19,35000,77346.72309,148363.4021,780,SEAMLESS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,115.6239076,NO,After,10148363.4
YES,NO,2007,0,0,NO,NO,3,24,0.41,70000,126680.7598,118983.701,1200,ERW,MATERIAL/WELD/EQUIP FAILURE,PIPE SEAM,NA,573.6552275,YES,After,118983.701
NO,NO,2006,0,0,NO,NO,1,NA,NA,NA,0,0,550,NA,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,NA,NA,NO,After,0
YES,NO,2007,0,0,NO,NO,1,24,344,1720,196725.7303,195809.7601,1200,SEAMLESS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,573.6552275,NO,After,195809.7601
NO,NO,2007,0,0,NO,YES,1,NA,NA,NA,0,0,430,NA,NATURAL FORCE DAMAGE,LIGHTNING,NA,NA,NO,After,0
NO,NO,2007,0,0,NO,NO,1,24,0.25,60000,45986.51961,43192.40196,850,DOUBLE SUBMERGED ARC WELD,CORROSION,EXTERNAL,COATED,482.8028169,NO,After,43192.40196
NO,NO,2007,0,0,NO,YES,1,1,NA,NA,20198.4907,36900.50806,940,NA,NATURAL FORCE DAMAGE,LIGHTNING,NA,21.15499941,NO,After,36900.50806
YES,YES,2007,0,1,NO,YES,3,NA,NA,NA,0,0,1000,NA,ALL OTHER CAUSES,MISCELLANEOUS,NA,NA,NO,After,3210000
YES,NO,2007,0,0,NO,NO,1,8.63,0.17,42000,158483.5544,157192.0969,720,ERW,CORROSION,INTERNAL,COATED,159.7813678,NO,After,157192.0969
YES,NO,2007,0,0,YES,NO,1,20,0.34,52000,6372005.958,12678766.81,1072,FLASH WELD,CORROSION,EXTERNAL,COATED,451.831473,NO,After,12678766.81
NO,NO,2007,0,0,NO,NO,3,NA,NA,NA,33059.15731,31726.03293,1200,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,NA,YES,After,31726.03293
YES,NO,2007,0,0,NO,NO,1,0.38,NA,NA,145263.3536,136744.2864,604,N/A,ALL OTHER CAUSES,MISCELLANEOUS,NA,6.443935083,NO,After,136744.2864
YES,NO,2007,0,0,NO,NO,1,2,0.22,35000,69128.68387,89705.17846,1440,SEAMLESS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,52.36731805,NO,After,89705.17846
YES,NO,2007,0,0,YES,NO,1,20,0.23,60000,348220.0325,552598.3577,730,ERW,CORROSION,INTERNAL,BARE,372.855468,NO,After,552598.3577
NO,NO,2007,0,0,NO,NO,1,6,0.19,35000,24947.72457,46154.39658,625,ERW,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,103.5,NO,After,46154.39658
YES,NO,2007,0,0,NO,NO,1,NA,NA,NA,72673.06594,101727.0908,859,NA,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,NA,NO,After,101727.0908
YES,NO,2007,0,0,NO,NO,1,34,0.5,46000,68706.78515,132085.5239,840,DSAW,INCORRECT OPERATION,INCORRECT OPERATION,NA,679.9353969,NO,After,132085.5239
NO,NO,2007,0,0,NO,NO,1,8,0.18,42000,15152.27403,20372.84119,845,ERW,CORROSION,INTERNAL,COATED,160.4602381,NO,After,20372.84119
YES,NO,2007,0,0,NO,NO,1,48,0.42,65000,146661.6605,137750.5723,800,SPIRAL,CORROSION,EXTERNAL,COATED,936.7750637,NO,After,137750.5723
YES,NO,2007,0,0,NO,YES,1,NA,NA,NA,228829.2518,455795.6918,324,NA,NATURAL FORCE DAMAGE,LIGHTNING,NA,NA,NO,After,455795.6918
YES,NO,2007,0,0,NO,YES,1,6.63,NA,NA,1257620.384,2532274.571,1000,NA,ALL OTHER CAUSES,MISCELLANEOUS,NA,144.6647161,NO,After,2532274.571
NO,NO,2007,0,0,NO,NO,1,NA,NA,NA,4891.029412,4593.852941,1200,NA,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,NA,NA,NO,After,4593.852941
NO,NO,2006,0,0,NO,NO,3,4,188,1664,34595.40288,35331.68691,60,UNKNOWN,CORROSION,EXTERNAL,COATED,21.37886807,NO,After,35331.68691
YES,NO,2007,0,0,NO,NO,1,24,0.25,60000,676395.081,686085.4788,800,EFW,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,COATED,468.3875319,NO,After,686085.4788
YES,NO,2007,0,0,NO,YES,1,6,0.25,42000,190408.2209,302891.5893,1585,ERW,CORROSION,EXTERNAL,COATED,164.8219221,NO,After,302891.5893
NO,NO,2007,0,0,NO,NO,3,6,0.19,35000,39699.00457,64922.36561,960,SEAMLESS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,128.2732084,NO,After,64922.36561
NO,NO,2007,0,0,NO,NO,1,30,0.41,60000,36596.30348,71220.00055,1169,DSAW,CORROSION,INTERNAL,COATED,707.7462893,NO,After,71220.00055
NO,NO,2007,0,0,NO,YES,1,12,0.38,52000,0,0,1674,ERW,CORROSION,INTERNAL,COATED,338.7724334,NO,After,0
NO,NO,2007,0,0,NO,NO,3,NA,NA,NA,28722.00127,57682.92529,685,NA,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,NA,NA,YES,After,57682.92529
YES,NO,2007,0,0,NO,NO,1,NA,NA,NA,87095.72615,175707.259,1000,NA,ALL OTHER CAUSES,MISCELLANEOUS,NA,NA,NO,After,175707.259
NO,NO,2007,0,0,NO,NO,1,6.63,0.25,35000,25705.66858,41829.2665,800,NA,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,129.3920557,NO,After,41829.2665
YES,NO,2007,0,0,NO,NO,NA,NA,NA,NA,75345.28186,70767.34069,840,NA,ALL OTHER CAUSES,MISCELLANEOUS,NA,NA,NO,After,70767.34069
YES,NO,2007,0,0,NO,NO,1,2,0.22,6425,113500.8137,144519.1743,858,SMLS,MATERIAL/WELD/EQUIP FAILURE,FILLET WELD,NA,40.4224591,NO,After,144519.1743
YES,YES,2007,0,1,NO,NO,1,30,0.5,NA,164044.6097,330944.2379,840,NA,ALL OTHER CAUSES,MISCELLANEOUS,NA,599.9429973,NO,After,3540944.238
YES,NO,2007,0,0,NO,NO,1,30,312,65000,74285.65564,69772.09681,973,SAW,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,NA,645.694022,NO,After,69772.09681
NO,NO,2007,0,0,NO,NO,2,2,0.15,35000,31156.90223,61812.2464,500,SEAMLESS,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,NA,30.85773809,NO,After,61812.2464
YES,NO,2007,0,0,NO,NO,1,20,0.25,NA,52710.45099,60746.20801,1080,ERW,CORROSION,EXTERNAL,COATED,453.5142776,NO,After,60746.20801
NO,NO,2007,0,0,NO,NO,2,4.5,0.34,35000,27325.41091,28735.73861,1190,SEAMLESS,ALL OTHER CAUSES,MISCELLANEOUS,NA,107.1112494,NO,After,28735.73861
NO,NO,2007,0,0,NO,NO,3,20,0.5,47,43258.61791,73178.66797,1000,ERW,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,436.3943171,NO,After,73178.66797
YES,NO,2007,0,0,NO,NO,1,30,0.31,60000,84371.02565,110013.3835,900,DSAW,CORROSION,EXTERNAL,COATED,621,NO,After,110013.3835
YES,NO,2008,0,0,NO,NO,1,4,0.25,65000,98809.03049,130446.2542,1794,SMLS,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,NA,116.9015586,NO,After,130446.2542
YES,NO,2007,0,0,NO,NO,1,24,0.25,52000,294312.8825,399254.8139,650,DSAW,CORROSION,EXTERNAL,COATED,422.1988157,NO,After,399254.8139
YES,YES,2008,0,1,NO,NO,1,NA,NA,NA,8670.394456,12656.29513,920,NA,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,NA,NA,NO,After,3222656.295
YES,NO,2007,0,0,NO,NO,1,20,0.25,60000,242810.7905,329387.7221,1000,DSAW,NATURAL FORCE DAMAGE,EARTH MOVEMENT,NA,436.3943171,NO,After,329387.7221
YES,NO,2007,0,0,NO,NO,3,4,0.19,24000,142432.7514,287308.901,250,ERW,CORROSION,EXTERNAL,COATED,43.63943171,NO,After,287308.901
YES,NO,2008,0,0,NO,NO,1,10,0.25,35000,72130.53766,119861.8949,500,UNKNOWN,CORROSION,EXTERNAL,COATED,154.2886904,NO,After,119861.8949
YES,NO,2008,0,0,YES,NO,2,16,0.22,52000,452704.1171,840126.6362,1024,ERW,CORROSION,EXTERNAL,COATED,353.28,NO,After,840126.6362
NO,NO,2008,0,0,NO,NO,1,NA,NA,NA,37348.58388,35079.30283,275,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,NA,NO,After,35079.30283
YES,NO,2008,0,0,NO,NO,1,24,0.25,52000,98377.07913,175734.4389,500,SAW,MATERIAL/WELD/EQUIP FAILURE,BODY OF PIPE,NA,370.2928571,NO,After,175734.4389
NO,NO,2008,0,0,NO,NO,1,NA,NA,NA,3587.039506,6076.718475,100,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,NA,NO,After,6076.718475
YES,NO,2008,0,0,NO,YES,1,NA,NA,NA,43808781.87,88380008.09,1008,NA,NATURAL FORCE DAMAGE,HIGH WINDS,NA,NA,NO,After,88380008.09
YES,NO,2008,0,0,NO,YES,1,8,NA,NA,167422.0963,337757.9927,1200,NA,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,NA,191.2184092,NO,After,337757.9927
NO,NO,2008,0,0,NO,NO,1,4,0.24,42000,4484.206182,4407.298828,720,ERW,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,74.05857141,NO,After,4407.298828
NO,NO,2008,0,0,NO,NO,1,24,NA,NA,40201.55283,41669.94169,1287,NA,ALL OTHER CAUSES,MISCELLANEOUS,NA,594.0863937,NO,After,41669.94169
YES,NO,2008,0,0,NO,NO,1,10.75,0.22,42000,109091.5322,121813.6841,800,NA,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,209.798582,NO,After,121813.6841
YES,NO,2008,0,0,NO,NO,1,3.5,0.13,35000,69244.16147,139647.0509,975,ERW,MATERIAL/WELD/EQUIP FAILURE,PIPE SEAM,NA,75.40835083,NO,After,139647.0509
NO,NO,2008,0,0,NO,NO,3,1,NA,NA,44167.92572,41785.15221,810,NA,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,NA,19.63774427,NO,After,41785.15221
NO,NO,2008,0,0,NO,NO,1,16,0.28,42000,28505.3587,55633.06705,1000,LOW RESISTANCE WELD,CORROSION,EXTERNAL,COATED,349.1154537,NO,After,55633.06705
YES,NO,2008,0,0,NO,NO,3,30,0.33,52000,79942.32026,75085.06536,800,DSA,ALL OTHER CAUSES,MISCELLANEOUS,NA,585.4844148,NO,After,75085.06536
YES,NO,2008,0,0,NO,NO,1,2.38,0.22,NA,113923.4032,194247.191,936,SEAMLESS,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,NA,50.24165907,NO,After,194247.191
YES,NO,2008,0,0,NO,YES,1,NA,NA,NA,283339.6594,566971.3822,1200,NA,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,NA,NA,NO,After,566971.3822
YES,NO,2008,0,0,YES,NO,1,8,0.24,52000,297774.3611,589133.2714,800,SEAMLESS,CORROSION,INTERNAL,COATED,156.1291773,NO,After,589133.2714
YES,NO,2008,0,0,NO,NO,1,2,0.22,24000,94316.25937,91233.10742,900,NA,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,NA,41.4,NO,After,91233.10742
NO,NO,2008,0,0,NO,NO,1,10,0.19,46000,36888.24531,71515.77045,1000,ERW,ALL OTHER CAUSES,MISCELLANEOUS,NA,218.1971586,NO,After,71515.77045
YES,NO,2006,0,0,NO,NO,3,12,375,1411,134605.906,271495.1266,1067,UNKNOWN,CORROSION,INTERNAL,COATED,270.465918,NO,After,271495.1266
YES,NO,2008,0,0,NO,NO,1,4,NA,NA,128073.1545,120592.3418,624,NA,ALL OTHER CAUSES,MISCELLANEOUS,NA,68.9447779,NO,After,120592.3418
YES,NO,2008,0,0,NO,NO,1,18,0.31,52000,70241.27152,117117.4879,1200,FLASH WELD,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,NA,430.2414206,NO,After,117117.4879
YES,NO,2007,0,0,NO,NO,3,24,0.25,52000,402592.0864,808015.611,650,WELD,NATURAL FORCE DAMAGE,EARTH MOVEMENT,NA,422.1988157,YES,After,808015.611
YES,NO,2008,0,0,NO,NO,1,6,0.28,35000,168282.6628,338566.2716,877,SMLS,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,NA,122.6027292,NO,After,338566.2716
NO,NO,2008,0,0,NO,NO,1,24,0.31,36000,32563.09428,42528.21485,500,NA,CORROSION,EXTERNAL,BARE,370.2928571,NO,After,42528.21485
NO,NO,2008,0,0,NO,NO,1,12,0.22,35000,24149.70807,47652.70969,275,ERW,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,137.3082663,NO,After,47652.70969
NO,NO,2008,0,0,NO,NO,3,8.62,0.19,35000,40224.33144,81102.3322,915,SMLS,CORROSION,EXTERNAL,COATED,179.9148055,NO,After,81102.3322
NO,NO,2008,0,0,NO,YES,3,NA,NA,NA,3240.19668,4367.052077,200,NA,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,NA,NA,YES,After,4367.052077
YES,NO,2005,0,0,NO,NO,2,12,0.5,NA,85168.19974,171818.6597,388,ERW,CORROSION,EXTERNAL,BARE,163.0970852,NO,After,171818.6597
YES,NO,2008,0,0,NO,NO,1,12,NA,NA,50752.9383,80008.49481,1440,NA,ALL OTHER CAUSES,MISCELLANEOUS,NA,314.2039083,NO,After,80008.49481
YES,YES,2008,0,1,NO,NO,1,12,0.25,25000,20764.38989,34003.59579,450,FURNACE LAP WELD,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,NA,175.6453244,NO,After,3244003.596
YES,NO,2008,0,0,NO,NO,1,1,0.19,NA,99523.21527,94077.92969,1250,NA,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,NA,24.39518395,NO,After,94077.92969
NO,NO,2009,0,0,NO,NO,3,2,NA,NA,28799.1358,56785.06173,150,NA,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,NA,16.90147923,NO,After,56785.06173
NO,NO,2009,0,0,NO,NO,1,4,NA,NA,6784.490741,6372.268519,624,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,68.9447779,NO,After,6372.268519
NO,NO,2006,0,0,NO,NO,1,NA,NA,NA,0,0,NA,NA,ALL OTHER CAUSES,MISCELLANEOUS,NA,NA,NO,After,0
NO,NO,2008,0,0,NO,NO,3,24,0.31,42000,35635.83539,69572.29571,300,SPIRAL WELDED PIPE,NATURAL FORCE DAMAGE,EARTH MOVEMENT,NA,286.8276137,NO,After,69572.29571
YES,NO,2008,0,0,NO,NO,1,12.75,0.5,35000,4100143.032,8062882.575,1100,SEAMLESS,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,NA,291.7800659,NO,After,8062882.575
YES,NO,2008,0,0,NO,NO,4,10.75,0.28,25000,77577.12596,131227.9547,525,SEAMLESS,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,NA,169.9562761,YES,After,131227.9547
YES,NO,2008,0,0,NO,NO,1,2.38,0.15,24000,124765.2386,130897.7873,500,NA,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,NA,36.72070833,NO,After,130897.7873
YES,NO,2008,0,0,NO,NO,1,NA,NA,NA,94872.52125,191396.1959,NA,NA,NATURAL FORCE DAMAGE,HIGH WINDS,NA,NA,NO,After,191396.1959
NO,NO,2008,0,0,NO,NO,1,3.5,0.16,42000,46163.27899,88097.42307,950,NA,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,74.43529909,NO,After,88097.42307
NO,NO,2006,0,0,NO,YES,1,12,0.19,NA,27319.67335,55114.81599,1128,NA,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,278.0896891,NO,After,55114.81599
YES,NO,2008,0,0,NO,NO,1,16,0.5,520000,1402068.668,2821116.17,811,ERW,ALL OTHER CAUSES,UNKNOWN,NA,314.3978015,NO,After,2821116.17
NO,NO,2008,0,0,NO,NO,1,24,0.25,52000,48114.04889,81292.33928,437,ERW-HF,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,346.1792645,NO,After,81292.33928
YES,NO,2008,0,0,NO,NO,1,16,0.22,52000,293759.948,585302.6026,425,ERW,NATURAL FORCE DAMAGE,EARTH MOVEMENT,NA,227.5954305,NO,After,585302.6026
NO,NO,2008,0,0,NO,NO,1,16,0.31,46000,37658.6337,65455.24388,982,ELECTRIC FLASH WELD,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,NA,345.9591467,NO,After,65455.24388
YES,NO,2008,0,0,NO,YES,1,NA,NA,NA,103678.7788,186430.1087,500,NA,NATURAL FORCE DAMAGE,LIGHTNING,NA,NA,NO,After,186430.1087
NO,NO,2008,0,0,NO,NO,1,16,0.25,52000,49162.26308,75056.52938,900,ERW,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,331.2,NO,After,75056.52938
NO,NO,2008,0,0,NO,YES,1,2.38,0.15,35000,13109.37568,25521.85808,960,NA,NATURAL FORCE DAMAGE,LIGHTNING,NA,50.88170601,NO,After,25521.85808
NO,NO,2008,0,0,NO,NO,1,4,0.19,35000,8817.705197,16823.00066,400,ERW,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,55.2,NO,After,16823.00066
NO,NO,2008,0,0,NO,NO,3,NA,NA,NA,0,0,NA,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,NA,NO,After,0
NO,NO,2008,0,0,NO,YES,3,16,0.25,35000,8026.881924,15962.89696,400,ERW,INCORRECT OPERATION,INCORRECT OPERATION,NA,220.8,YES,After,15962.89696
YES,NO,2008,0,0,NO,NO,1,NA,NA,NA,89638.42909,84342.46717,1000,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,NA,NO,After,84342.46717
YES,NO,2008,0,0,NO,NO,1,24,0.31,30000,401821.9654,610281.325,500,NA,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,NA,370.2928571,NO,After,610281.325
YES,YES,2008,0,1,NO,NO,1,NA,NA,NA,80414.38404,138706.3791,1440,NA,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,NA,NA,NO,After,3348706.379
NO,NO,2008,0,0,NO,NO,1,NA,NA,NA,30104.51669,58390.19592,832,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,NA,NO,After,58390.19592
YES,NO,2008,0,0,NO,NO,1,NA,NA,NA,55807.36544,112585.9976,500,NA,INCORRECT OPERATION,INCORRECT OPERATION,NA,NA,NO,After,112585.9976
NO,NO,2008,0,0,NO,NO,2,NA,NA,NA,12835.69405,25894.77944,720,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,NA,NO,After,25894.77944
YES,YES,2008,0,1,NO,YES,1,NA,NA,NA,0,0,NA,NA,INCORRECT OPERATION,INCORRECT OPERATION,NA,NA,NO,After,3210000
YES,NO,2008,0,0,NO,NO,1,10,0.19,35000,165792.723,177981.9411,500,HIGH FREQUENCY ERW,CORROSION,INTERNAL,COATED,154.2886904,NO,After,177981.9411
YES,NO,2008,0,0,NO,NO,3,6,0.16,42000,112625.8246,209755.5624,500,ERW,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,92.57321427,NO,After,209755.5624
YES,NO,2008,0,0,NO,YES,1,4,0.34,35000,589633.1414,1166332.427,3000,SEAMLESS,CORROSION,INTERNAL,COATED,151.1714259,NO,After,1166332.427
NO,NO,2008,0,0,NO,NO,1,24,NA,NA,34579.06536,33198.28729,900,NA,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,496.8,NO,After,33198.28729
NO,NO,2008,0,0,NO,NO,3,16,0.31,NA,0,0,975,SEAMLESS,CORROSION,INTERNAL,COATED,344.7238895,NO,After,0
NO,NO,2008,0,0,NO,NO,1,8.63,0.19,35000,44613.63738,89910.94363,915,SMLS,CORROSION,EXTERNAL,COATED,180.1235233,NO,After,89910.94363
YES,NO,2008,0,0,NO,NO,1,30,0.31,60,117324.9212,176382.7237,899,ERW,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,620.6549041,NO,After,176382.7237
YES,NO,2008,0,0,YES,NO,1,30,0.34,52000,3009747.869,6025485.574,800,DSAW,CORROSION,EXTERNAL,COATED,585.4844148,NO,After,6025485.574
NO,NO,2008,0,0,NO,NO,1,1,0.22,NA,31907.1575,29998.57949,1100,NA,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,NA,22.88471105,NO,After,29998.57949
NO,NO,2008,0,0,NO,NO,1,1,0.22,NA,2004.624816,1912.909557,1100,NA,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,NA,22.88471105,NO,After,1912.909557
NO,NO,2008,0,0,NO,NO,3,10,0.19,42000,26705.8111,49150.9633,1000,UNKNOWN,CORROSION,EXTERNAL,COATED,218.1971586,NO,After,49150.9633
YES,NO,2008,0,0,NO,YES,1,36,0.44,6000,580877.4688,780846.2342,1050,DOUBLE SUBMERGED-ARC WELDED (DSAW),CORROSION,EXTERNAL,COATED,804.9079947,NO,After,780846.2342
YES,NO,2008,0,0,NO,NO,1,24,0.25,60000,188344.3377,192544.6905,900,DSAW,CORROSION,EXTERNAL,COATED,496.8,NO,After,192544.6905
NO,NO,2008,0,0,NO,NO,1,6,0.28,35000,16488.69911,28292.11845,500,UNKNOWN,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,NA,92.57321427,NO,After,28292.11845
NO,NO,2008,0,0,NO,NO,1,2.38,0.15,35000,41434.97997,39519.10616,1440,SEAMLESS,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,NA,62.31710848,NO,After,39519.10616
NO,NO,2008,0,0,NO,YES,1,NA,NA,NA,0,0,4240,NA,ALL OTHER CAUSES,UNKNOWN,NA,NA,NO,After,0
YES,NO,2008,0,0,NO,NO,1,12,NA,NA,72453.88432,68352.47029,1480,N/A,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,NA,318.5379601,NO,After,68352.47029
YES,NO,2008,0,0,NO,NO,1,12,NA,NA,154432.8414,163100.418,1225,NA,CORROSION,INTERNAL,BARE,289.8,NO,After,163100.418
YES,NO,2008,0,0,NO,NO,1,1,0.18,NA,51639.56766,48507.99063,1100,N/A,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,NA,22.88471105,NO,After,48507.99063
NO,NO,2008,0,0,NO,NO,NA,12,0.25,35000,31934.606,37345.78006,686,DSAW,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,216.8664621,NO,After,37345.78006
NO,NO,2008,0,0,NO,YES,2,NA,NA,NA,7254.957507,14636.17968,899,NA,ALL OTHER CAUSES,MISCELLANEOUS,NA,NA,NO,After,14636.17968
NO,NO,2008,0,0,NO,NO,1,NA,NA,NA,25056.68301,23534.25163,1008,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,NA,NO,After,23534.25163
NO,NO,2008,0,0,NO,NO,1,2,0.25,35000,23144.71397,22640.99476,714,NA,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,NA,36.87467424,NO,After,22640.99476
YES,YES,2008,0,1,NO,NO,1,NA,NA,NA,7548.504249,15228.38203,930,NA,INCORRECT OPERATION,INCORRECT OPERATION,NA,NA,NO,After,3225228.382
NO,NO,2008,0,0,NO,NO,1,10,0.31,24000,6023.965142,5657.95207,985,UNKNOWN,MATERIAL/WELD/EQUIP FAILURE,FILLET WELD,NA,216.5544966,NO,After,5657.95207
YES,NO,2008,0,0,NO,NO,NA,12,0.22,52000,54725.2208,66562.84786,1000,ERW,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NA,261.8365903,NO,After,66562.84786
NO,NO,2008,0,0,NO,NO,1,24,0.28,52000,25299.8038,39557.08362,760,NA,ALL OTHER CAUSES,MISCELLANEOUS,NA,456.5276947,NO,After,39557.08362
NO,NO,2008,0,0,NO,NO,3,12,0.22,52000,38660.76333,66396.48462,974,ERW,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,NA,258.410297,YES,After,66396.48462
YES,NO,2008,0,0,NO,NO,1,14,0.31,45000,1011306.743,1964132.021,1000,NA,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,BARE,305.476022,NO,After,1964132.021
NO,NO,2008,0,0,NO,NO,2,NA,NA,NA,1679.8017,3388.838527,1000,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,NA,NO,After,3388.838527
NO,NO,2008,0,0,NO,NO,1,20,0.31,42000,26072.58738,38445.33797,725,SEAMLESS,MATERIAL/WELD/EQUIP FAILURE,FILLET WELD,NA,371.5763717,NO,After,38445.33797
NO,NO,2008,0,0,NO,NO,3,NA,NA,NA,5621.205293,7686.442082,1000,NA,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,NA,NA,YES,After,7686.442082
NO,NO,2008,0,0,NO,NO,1,2,NA,NA,19767.13758,30599.98819,1050,NA,MATERIAL/WELD/EQUIP FAILURE,FILLET WELD,NA,44.71711082,NO,After,30599.98819
NO,NO,2008,0,0,NO,NO,1,22,0.25,42000,37635.34887,66776.35616,500,FLASH WELD,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,NA,339.435119,NO,After,66776.35616
NO,NO,2008,0,0,NO,NO,1,NA,NA,NA,37154.95643,34897.44009,840,NA,ALL OTHER CAUSES,MISCELLANEOUS,NA,NA,NO,After,34897.44009
YES,NO,2009,0,0,NO,NO,2,30,0.4,NA,71927.05052,130333.7186,960,SUB ARC,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,NA,641.3660421,NO,After,130333.7186
